Step,Average Training Loss per Epoch,Training Accuracy,Training F1 Score,Validation Loss,Validation Accuracy,Validation F1 Score
0,2.256971836090088,18.178466796875,0.04592413082718849,2.2209692001342773,19.587430953979492,0.03275834396481514
1,2.227254867553711,18.921058654785156,0.03182120621204376,2.2003157138824463,19.587430953979492,0.03275834396481514
2,2.1989452838897705,18.93607521057129,0.03214748948812485,2.1470835208892822,20.006145477294922,0.03831279277801514
3,2.1078221797943115,21.260766983032227,0.05579747259616852,2.0137977600097656,26.248462677001953,0.09417363256216049
4,1.956069827079773,30.70286750793457,0.16618560254573822,1.8503196239471436,37.338661193847656,0.21375872194766998
5,1.7208328247070312,41.49501037597656,0.2632144093513489,1.599219799041748,44.9139518737793,0.2852756679058075
6,1.4818122386932373,49.34272384643555,0.34104546904563904,1.449266791343689,50.96419906616211,0.3679090440273285
7,1.3303146362304688,55.63563919067383,0.43972039222717285,1.3201318979263306,57.3140754699707,0.47557640075683594
8,1.194872498512268,61.51494216918945,0.534917414188385,1.2344131469726562,61.93146896362305,0.5594426393508911
9,1.071816325187683,66.708984375,0.6145130395889282,1.1289945840835571,65.21588897705078,0.5990412831306458
10,0.9687519669532776,70.48200225830078,0.6655324697494507,1.0337368249893188,68.83067321777344,0.6495566964149475
11,0.8869889974594116,73.19709777832031,0.7008892297744751,0.9453245401382446,72.3609390258789,0.6869097948074341
12,0.8184890747070312,75.60369873046875,0.7308048009872437,0.9002392888069153,74.28165435791016,0.7128257751464844
13,0.7608604431152344,77.48338317871094,0.7529862523078918,0.877489447593689,75.31499481201172,0.7252210974693298
14,0.7184646725654602,78.73786926269531,0.7682006359100342,0.8276157975196838,77.08973693847656,0.7457618713378906
15,0.6811285018920898,79.78486633300781,0.7799261212348938,0.8316368460655212,76.10248565673828,0.7327151894569397
16,0.6452583074569702,81.04208374023438,0.7942417860031128,0.7839518189430237,78.23831939697266,0.7590765953063965
17,0.6143414378166199,82.01673889160156,0.8047179579734802,0.7728395462036133,78.94898223876953,0.76846843957901
18,0.5906566381454468,82.65557861328125,0.8117308020591736,0.8465568423271179,75.65304565429688,0.7317677736282349
19,0.5693248510360718,83.14836883544922,0.8167122006416321,0.729668915271759,80.03994750976562,0.7794849872589111
20,0.5496335625648499,83.72169494628906,0.8236570358276367,0.7537420988082886,79.24093627929688,0.7729437947273254
21,0.5307631492614746,84.29228973388672,0.8297257423400879,0.7549846768379211,79.41764068603516,0.7723791599273682
22,0.5116769671440125,84.9188461303711,0.8360673189163208,0.7226405143737793,80.38951873779297,0.7842609286308289
23,0.4983110725879669,85.10995483398438,0.8391591310501099,0.7334308624267578,79.81330871582031,0.7783334851264954
24,0.4802044928073883,85.79112243652344,0.8459232449531555,0.7148830890655518,80.82744598388672,0.78739333152771
25,0.47314751148223877,85.89895629882812,0.8475666046142578,0.6908860206604004,81.5381088256836,0.7954395413398743
26,0.45268499851226807,86.57056427001953,0.8547286987304688,0.6877780556678772,81.7647476196289,0.8001651763916016
27,0.4464295208454132,86.64427947998047,0.8552937507629395,0.6930091381072998,81.62645721435547,0.798568606376648
28,0.4345950782299042,86.9650650024414,0.8586692214012146,0.7124119400978088,80.9811019897461,0.7952525615692139
29,0.4211961627006531,87.36502838134766,0.8632221817970276,0.7206907272338867,80.63536834716797,0.790412962436676
